-9,7,-1062.4685
-9,9,-1639.6481
-9,11,-2246.8338
-9,13,-2986.2441
-9,15,-3879.5406
-9,17,-4229.1859
-9,19,-5588.2684
-7,-17,-5434.7098
-7,-15,-4386.7459
-7,-13,-3219.9418
-7,-11,-2728.6408
-7,-9,-2137.653
-7,-7,-1295.1533
-7,-5,-1248.1189
-7,-3,-860.6566
-7,-1,-307.6318
-7,1,-334.7746
-7,3,-471.2106
-7,5,-933.7356
-7,7,-1073.974
-7,9,-1586.0486
-7,11,-2358.6
-7,13,-2587.3827
-7,15,-3316.1655
-7,17,-4677.9614
-7,19,-5524.4496
-5,-17,-4849.643
-5,-15,-3850.7649
-5,-13,-2974.7005
-5,-11,-2127.0073
-5,-9,-1720.1776
-5,-7,-1142.8486
-5,-5,-634.268
-5,-3,-734.1519
-5,-1,-287.9902
-5,1,-88.4341
-5,3,-165.9552
-5,5,-451.8119
-5,7,-917.8015
-5,9,-1602.0931
-5,11,-1981.7049
-5,13,-2535.9137
-5,15,-3480.9472
-5,17,-4301.2432
-5,19,-4972.548
-3,-17,-4714.2332
-3,-15,-3029.3923
-3,-13,-2534.5288
-3,-11,-1799.8052
-3,-9,-1126.3703
-3,-7,-825.8044
-3,-5,-306.9828
-3,-3,150.6266
-3,-1,-172.8891
-3,1,-23.8272
-3,3,-84.8656
-3,5,-6.0961
-3,7,-572.5895
-3,9,-1104.4126
-3,11,-1658.9934
-3,13,-2307.2339
-3,15,-3548.7046
-3,17,-4640.1759
-3,19,-5150.6601
-1,-17,-4462.3793
-1,-15,-3527.3866
-1,-13,-2625.6203
-1,-11,-1750.3857
-1,-9,-1669.5812
-1,-7,-1264.9238
-1,-5,-366.4761
-1,-3,-308.3888
-1,-1,-167.1503
-1,1,-294.9037
-1,3,-90.9873
-1,5,-513.7555
-1,7,-682.5652
-1,9,-1356.8358
-1,11,-1857.6784
-1,13,-2736.9143
-1,15,-3325.9567
-1,17,-4098.6226
-1,19,-5346.8081
1,-17,-4478.9362
1,-15,-3333.575
1,-13,-2453.5339
1,-11,-1822.1928
1,-9,-1035.5478
1,-7,-572.2363
1,-5,-288.8499
1,-3,-239.2895
1,-1,-75.8414
1,1,-298.8373
1,3,54.3521
1,5,-310.7284
1,7,-768.255
1,9,-1245.5996
1,11,-2143.2494
1,13,-2652.4062
1,15,-3730.4706
1,17,-4667.0094
1,19,-5643.304
3,-17,-4396.6666
3,-15,-3111.7487
3,-13,-2023.3581
3,-11,-1591.9387
3,-9,-1562.1288
3,-7,-598.9998
3,-5,-328.2538
3,-3,199.0987
3,-1,621.9012
3,1,-272.3437
3,3,2.9332
3,5,-500.6151
3,7,-1101.9533
3,9,-1644.267
3,11,-2399.4069
3,13,-2857.9645
3,15,-3932.8272
3,17,-4766.5299
3,19,-5555.157
5,-17,-4256.838
5,-15,-3300.6179
5,-13,-2364.6779
5,-11,-1634.3066
5,-9,-1103.8231
5,-7,-972.3778
5,-5,-534.8747
5,-3,-160.6161
5,-1,252.5621
5,1,-346.6685
5,3,-689.6985
5,5,-731.9537
5,7,-1403.9513
5,9,-1384.9492
5,11,-2563.8372
5,13,-2720.2496
5,15,-3876.2961
5,17,-5174.5219
5,19,-6039.0715
7,-17,-4366.2323
7,-15,-3527.4858
7,-13,-2439.6461
7,-11,-1805.5519
7,-9,-1392.8543
7,-7,-876.4469
7,-5,-539.7102
7,-3,-665.2656
7,-1,-355.4721
7,1,-540.31
7,3,-474.3106
7,5,-236.0266
7,7,-1564.9478
7,9,-2257.699
7,11,-2599.3929
7,13,-3489.5428
7,15,-4483.3415
7,17,-5219.3844
7,19,-6227.3463
9,-17,-4452.5706
9,-15,-3748.3284
9,-13,-2510.393
9,-11,-2132.5907
9,-9,-1880.917
9,-7,-1654.006
9,-5,-883.3378
9,-3,-639.9446
9,-1,-1195.6338
9,1,-1029.9492
9,3,-1048.6593
9,5,-1265.3282
9,7,-1990.5092
9,9,-2512.8785
9,11,-2808.3527
9,13,-3802.0136
9,15,-4708.7905
9,17,-5949.741
9,19,-7101.3555
11,-17,-4717.8631
11,-15,-3739.8931
11,-13,-2884.2783
11,-11,-2209.7877
11,-9,-1893.2755
11,-7,-1991.954
11,-5,-1114.3155
11,-3,-1183.379
11,-1,-1538.4077
11,1,-1501.7472
11,3,-1572.9631
11,5,-2025.2458
11,7,-2033.6575
11,9,-3228.9057
11,11,-3285.6221
11,13,-4204.5697
11,15,-5413.7885
11,17,-6511.9226
11,19,-7388.5184
13,-17,-5204.8003
13,-15,-3937.1381
13,-13,-3523.7133
13,-11,-2486.0398
13,-9,-2827.9018
13,-7,-2035.8927
13,-5,-1689.7923
13,-3,-1533.6732
13,-1,-1486.8213
13,1,-1662.8638
13,3,-1938.4638
13,5,-2365.6573
13,7,-2709.7023
13,9,-3594.0176
13,11,-3875.524
13,13,-4835.521
13,15,-5491.3415
13,17,-6776.4649
13,19,-7667.1392
15,-17,-5403.9405
15,-15,-4490.4016
15,-13,-3749.9888
15,-11,-3324.9567
15,-9,-2727.3818
15,-7,-2479.4675
15,-5,-2048.5272
15,-3,-2187.3142
15,-1,-2210.7896
15,1,-2419.9717
15,3,-2702.7885
15,5,-3073.0162
15,7,-3384.0053
15,9,-4068.2555
15,11,-4616.0273
15,13,-5652.2739
15,15,-6231.314
15,17,-7614.8789
15,19,-8788.0217
17,-17,-6046.5134
17,-15,-5104.2996
17,-13,-4032.5207
17,-11,-3023.3738
17,-9,-3589.2813
17,-7,-3247.7511
17,-5,-2985.9794
17,-3,-3064.9634
17,-1,-2839.0074
17,1,-3101.5073
17,3,-3500.7628
17,5,-3402.4714
17,7,-3948.9231
17,9,-4666.9295
17,11,-5388.5226
17,13,-6493.1072
17,15,-7181.0527
17,17,-8301.1562
17,19,-9507.6174
19,-17,-6920.2569
19,-15,-5509.9988
19,-13,-4863.474
19,-11,-4663.3996
19,-9,-4143.362
19,-7,-3926.1974
19,-5,-3654.8318
19,-3,-3490.1384
19,-1,-3483.3108
19,1,-3519.753
19,3,-3650.663
19,5,-4343.2849
19,7,-4964.9963
19,9,-5748.9587
19,11,-6163.1375
19,13,-6906.1469
19,15,-8220.956
19,17,-9252.3945
19,19,-10064.5785
